-1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 
-1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 
-1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 
-1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 
-1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 
-1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 
-1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 
-1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 
-1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 
-1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 -1.1157 
